Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 7.0,27946,2102,0.07521648894296143
2,Unnamed,27946,1177,0.04211693981249553
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.0330995491304659,0.02921268657204361,0.03698641168888819,16.649427957859675,3.0550849625451373e-62
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.7858963466440103,1.6661557853258606,1.9142422269551747
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.8498165649014668,1.718949235570853,1.9906471075322338
