Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 7.0,5210,371,0.07120921305182341
2,Unnamed,5210,241,0.04625719769673704
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.02495201535508637,0.015935511164117722,0.03396851954605502,5.4164067685465795,6.080867497719922e-8
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.5394190871369295,1.315031537536341,1.8020945187985706
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.580775665216657,1.337760068752047,1.867937130215183
