Outcome 8 Result 8a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX3 7.0,5210,0,0
2,Unnamed,5210,10,0.0019193857965451055
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.0019193857965451055,-0.0031078911936156255,-0.0007308803994745855,-3.1637961609330456,0.001557258212461179
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
,,
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
,,
