Outcome 8 Result 8a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 7.0,27408,14,0.0005107997664915353
2,Unnamed,27408,15,0.0005472854640980736
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
-0.00003648569760653824,-0.00042148742446859397,0.0003485160292555175,-0.18574447804940525,0.8526451467698459
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
0.9333333333333333,0.45060719000226845,1.9331939889967706
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
0.9332992626122508,0.45041730739787383,1.9338677694796833
