Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 7.0,11100,762,0.06864864864864866
2,Unnamed,11100,476,0.04288288288288288
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.025765765765765773,0.019738119345663004,0.03179341218586854,8.364997965832329,6.011596311266002e-17
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.6008403361344539,1.4320173661469224,1.7895661340269975
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.6451274647990364,1.4625068859826567,1.8505515436377915
