Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 7.0,10427,133,0.012755346696077492
2,Unnamed,10427,65,0.0062338160544739615
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.00652153064160353,0.0038905837790120263,0.009152477504195034,4.855655756781062,0.0000011998899492959237
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
2.0461538461538464,1.522848543565515,2.7492855936464697
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
2.059670308320007,1.5290867403618025,2.7743630671803885
