Outcome 8 Result 8a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX2 7.0,10427,10,0.0009590486237652249
2,Unnamed,10427,10,0.0009590486237652249
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0,-0.0008402399777143234,0.0008402399777143234,0,1
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1,0.4163961347760279,2.401559276091461
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1,0.416046073459571,2.403579948933647
