Outcome 1 Result 1a Measures of Association Table
" "
Generated by TriNetX
" "
" "
Cohort Statistics
Cohort,Cohort Name,Patients in Cohort,Patients with Outcome,Risk
1,CX1 7.0,27408,429,0.015652364273204905
2,Unnamed,27408,263,0.009595738470519557
" "
" "
Risk Difference
Risk Difference,95 % CI Lower,95 % CI Upper,z,p
0.006056625802685348,0.004188039229716291,0.007925212375654404,6.350585519302281,2.1449692541816995e-10
" "
" "
Risk Ratio
Risk Ratio,95 % CI Lower,95 % CI Upper
1.6311787072243347,1.4003480202702905,1.900059082733222
" "
" "
Odds Ratio
Odds Ratio,95 % CI Lower,95 % CI Upper
1.641215241765987,1.406377105002518,1.9152668656392586
